"","freq","prev","p.freq","p.prev","p","contaminant"
"AAC2-PRIME",0.00144475472909455,49,NA,0.894871794871795,0.894871794871795,FALSE
"AAC3",0.00985196074949655,64,NA,0.703296703296703,0.703296703296703,FALSE
"AAC6-PRIME",0.0103638771723442,74,NA,0.813186813186813,0.813186813186813,FALSE
"ABCA",0.000117854535700794,28,NA,0.761538461538461,0.761538461538461,FALSE
"ACC",0.000125188513255029,22,NA,0.713553113553114,0.713553113553114,FALSE
"ACN",0.00761323136524983,61,NA,0.946886446886447,0.946886446886447,FALSE
"ACRA",0.00183501856905434,51,NA,0.904761904761905,0.904761904761905,FALSE
"ACRB",0.00455854966773934,70,NA,0.974358974358974,0.974358974358974,FALSE
"ACRC",0.000866550469718001,49,NA,0.894871794871795,0.894871794871795,FALSE
"ACRD",0.00675955758413093,74,NA,0.983394383394383,0.983394383394383,FALSE
"ACRE",0.00260138950249494,34,NA,0.0684981684981686,0.0684981684981686,TRUE
"ACRF",0.00503707106382679,55,NA,0.604395604395604,0.604395604395604,FALSE
"ACRS",0.000786768179538471,20,NA,0.21978021978022,0.21978021978022,TRUE
"ACT",0.00114285339650963,52,NA,0.571428571428571,0.571428571428571,FALSE
"ACTA",0.00100486425293204,46,NA,0.505494505494505,0.505494505494505,FALSE
"ACTP",0.00346807373137321,50,NA,0.54945054945055,0.54945054945055,FALSE
"ACTP1",0.00137928500753831,53,NA,0.914163614163614,0.914163614163614,FALSE
"ACTPC",0.0039787570480917,53,NA,0.914163614163614,0.914163614163614,FALSE
"ACTR",0.0006225312986918,42,NA,0.856410256410256,0.856410256410256,FALSE
"ACTS",0.000566681218143712,45,NA,0.873626373626374,0.873626373626374,FALSE
"ADC",0.000308049688578446,35,NA,0.811965811965812,0.811965811965812,FALSE
"ADEB",1.8740626982886e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"ADED",7.39748516650538e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"ADEE",5.08340114429955e-05,16,NA,0.661172161172161,0.661172161172161,FALSE
"ADEG",0.000315371789993908,20,NA,0.696581196581197,0.696581196581197,FALSE
"ADEJ",0.000122937406595315,23,NA,0.721855921855922,0.721855921855922,FALSE
"ADEK",3.01248482350646e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"AER",6.95746876351246e-05,21,NA,0.705128205128205,0.705128205128205,FALSE
"AFM",0.000644553956543969,44,NA,0.868009768009768,0.868009768009768,FALSE
"AIM",0.000369954411510024,40,NA,0.844322344322344,0.844322344322344,FALSE
"AIOA",2.12964041526207e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"AIOE",0.000319882251785276,39,NA,0.838095238095238,0.838095238095238,FALSE
"AIOR",0.000495822068640733,37,NA,0.825274725274725,0.825274725274725,FALSE
"AIOS",0.000116434240296147,26,NA,0.746031746031746,0.746031746031746,FALSE
"AIOX",0.000515608513548804,38,NA,0.831746031746032,0.831746031746032,FALSE
"ALG",0.00161080208361135,51,NA,0.56043956043956,0.56043956043956,FALSE
"ALI",4.34538817043341e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"ALU1P",6.27612160055521e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"AMPC",0.000499831566431736,45,NA,0.873626373626374,0.873626373626374,FALSE
"AMPH",0.00251203284721168,63,NA,0.953846153846154,0.953846153846154,FALSE
"AMRA",0.00219457043821408,50,NA,0.8998778998779,0.8998778998779,FALSE
"AMRB",0.00498227478045894,53,NA,0.914163614163614,0.914163614163614,FALSE
"ANA",0.000958750785763628,49,NA,0.538461538461539,0.538461538461539,FALSE
"ANT2-DPRIME",0.000118159628418121,21,NA,0.705128205128205,0.705128205128205,FALSE
"ANT3-DPRIME",0.00332865848807399,66,NA,0.963369963369963,0.963369963369963,FALSE
"ANT4-PRIME",0.00947855166890748,74,NA,0.813186813186813,0.813186813186813,FALSE
"ANT6",0.000857251797234646,34,NA,0.373626373626374,0.373626373626374,TRUE
"ANT9",0.00034676991331961,12,NA,0.623809523809524,0.623809523809524,FALSE
"APH2-DPRIME",0.000472290707284857,11,NA,0.614163614163614,0.614163614163614,FALSE
"APH3-DPRIME",0.00762622917624047,73,NA,0.802197802197802,0.802197802197802,FALSE
"APH3-PRIME",0.00304652555598608,56,NA,0.927350427350427,0.927350427350427,FALSE
"APH4",0.000205458598058493,29,NA,0.769108669108669,0.769108669108669,FALSE
"APH6",0.00451143897196281,62,NA,0.681318681318681,0.681318681318681,FALSE
"APH7-DPRIME",0.000572715419438549,45,NA,0.873626373626374,0.873626373626374,FALSE
"APH9",0.000394578964888187,42,NA,0.856410256410256,0.856410256410256,FALSE
"APMA",4.40824629722928e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"AQU",0.000466473790252613,40,NA,0.844322344322344,0.844322344322344,FALSE
"ARIR",0.000122770619546323,9,NA,0.594505494505495,0.594505494505495,FALSE
"ARLR",9.36016246441115e-05,18,NA,0.679120879120879,0.679120879120879,FALSE
"ARMR",5.49744086961094e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"ARNA",0.0023846074070236,58,NA,0.637362637362637,0.637362637362637,FALSE
"ARR",0.00069879398854338,47,NA,0.884493284493284,0.884493284493284,FALSE
"ARRA",0.000317173450129612,32,NA,0.791086691086691,0.791086691086691,FALSE
"ARSA",0.000344093804956532,39,NA,0.838095238095238,0.838095238095238,FALSE
"ARSB",0.000259797449010669,30,NA,0.776556776556776,0.776556776556776,FALSE
"ARSBM",0.00188636289369268,67,NA,0.736263736263736,0.736263736263736,FALSE
"ARSC",0.000103540047903746,4,NA,0.543223443223443,0.543223443223443,FALSE
"ARSCM",0.00087508110140164,36,NA,0.818681318681319,0.818681318681319,FALSE
"ARSH",7.5143322893612e-05,17,NA,0.67020757020757,0.67020757020757,FALSE
"ARSM",0.000984405914177236,46,NA,0.505494505494505,0.505494505494505,FALSE
"ARSR",0.00147710224077249,24,NA,0.73003663003663,0.73003663003663,FALSE
"ARST",0.001295934668739,51,NA,0.904761904761905,0.904761904761905,FALSE
"ASMA",0.00285902343480648,69,NA,0.971794871794872,0.971794871794872,FALSE
"ASR",0.000101929141519717,8,NA,0.584493284493284,0.584493284493284,FALSE
"AST",0.00112126431368064,46,NA,0.879120879120879,0.879120879120879,FALSE
"AXC",0.00055325896773857,42,NA,0.856410256410256,0.856410256410256,FALSE
"AXY",0.00560508170022477,53,NA,0.914163614163614,0.914163614163614,FALSE
"BACA",0.00126511599874867,30,NA,0.776556776556776,0.776556776556776,FALSE
"BAER",0.00126686083174446,51,NA,0.904761904761905,0.904761904761905,FALSE
"BAES",0.00194059202855807,61,NA,0.946886446886447,0.946886446886447,FALSE
"BAHA",0.000110738638519798,24,NA,0.73003663003663,0.73003663003663,FALSE
"BASRS",0.00133887949093014,49,NA,0.894871794871795,0.894871794871795,FALSE
"BC",4.06638333745946e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"BCII",0.000170023909741136,6,NA,0.564102564102564,0.564102564102564,FALSE
"BCL",6.7579209482792e-05,18,NA,0.679120879120879,0.679120879120879,FALSE
"BCR",0.00134653911607951,41,NA,0.85042735042735,0.85042735042735,FALSE
"BCR1",0.0016190122228405,51,NA,0.56043956043956,0.56043956043956,FALSE
"BCRA",0.000119219539097474,22,NA,0.713553113553114,0.713553113553114,FALSE
"BCRB",0.000163230161183642,31,NA,0.783882783882784,0.783882783882784,FALSE
"BEPC",0.000124655721406513,15,NA,0.652014652014652,0.652014652014652,FALSE
"BEPD",0.000601450156212155,39,NA,0.838095238095238,0.838095238095238,FALSE
"BEPE",0.00184951850779537,49,NA,0.894871794871795,0.894871794871795,FALSE
"BEPF",0.000329745858364941,40,NA,0.844322344322344,0.844322344322344,FALSE
"BEPG",0.00176969234508555,53,NA,0.914163614163614,0.914163614163614,FALSE
"BES",0.000153914059117971,22,NA,0.713553113553114,0.713553113553114,FALSE
"BEXA",6.75681395117091e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"BHSA",0.000217764813930761,9,NA,0.594505494505495,0.594505494505495,FALSE
"BIC",1.31104787665381e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"BIL",2.51582107125683e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"BJP1",0.0013748755710195,45,NA,0.873626373626374,0.873626373626374,FALSE
"BKC",0.0008187532735495,48,NA,0.88974358974359,0.88974358974359,FALSE
"BLA1",1.57261737996737e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"BLAA",0.000671122138621554,44,NA,0.868009768009768,0.868009768009768,FALSE
"BLAB",1.8779664355121e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"BLAC",0.000451983596895457,44,NA,0.868009768009768,0.868009768009768,FALSE
"BLACRP",0.000393885601916435,39,NA,0.838095238095238,0.838095238095238,FALSE
"BLAE",0.000365727345257954,39,NA,0.838095238095238,0.838095238095238,FALSE
"BLAEAM",0.000308215420165669,40,NA,0.844322344322344,0.844322344322344,FALSE
