"","freq","prev","p.freq","p.prev","p","contaminant"
"2975624",3.4543631355823e-07,8,NA,0.584493284493284,0.584493284493284,TRUE
"1488356",1.25120476426335e-06,10,NA,0.604395604395604,0.604395604395604,TRUE
"3062685",2.70133175654307e-07,8,NA,0.584493284493284,0.584493284493284,TRUE
"2903834",5.9259465624541e-06,38,NA,0.831746031746032,0.831746031746032,FALSE
"2903805",2.26238050211876e-06,29,NA,0.769108669108669,0.769108669108669,TRUE
"2903714",1.38546538723467e-06,22,NA,0.713553113553114,0.713553113553114,TRUE
"2975708",6.80011706852066e-06,24,NA,0.73003663003663,0.73003663003663,TRUE
"2871487",1.19194183794094e-05,18,NA,0.679120879120879,0.679120879120879,TRUE
"2975745",5.74856691771553e-06,25,NA,0.738095238095238,0.738095238095238,TRUE
"1908",2.10921108928442e-05,33,NA,0.798168498168498,0.798168498168498,TRUE
"68174",1.18004564492807e-06,18,NA,0.679120879120879,0.679120879120879,TRUE
"47716",2.28151663010318e-05,23,NA,0.721855921855922,0.721855921855922,TRUE
"285562",6.75827343817424e-06,30,NA,0.776556776556776,0.776556776556776,TRUE
"398694",9.17204855318454e-06,26,NA,0.746031746031746,0.746031746031746,TRUE
